CID,SMILES,PAINS_A,PAINS_B,PAINS_C,AllAssays_Active,AllAssays_Total,LuciferaseAssays_Active,LuciferaseAssays_Total,BetaLactamaseAssays_Active,BetaLactamaseAssays_Total,FluorescenceAssays_Active,FluorescenceAssays_Total
9566592,C1=CC=C2C(=C1)C=CC(=O)C2=NNC3=CC=C(C=C3)O,imine_one_A(321),   ,quinone_D(2),64,708,17,121,0,14,16,400
9571018,CC1=CC(=C(C=C1)NN=C2C3=CC=CC=C3C=C(C2=O)C(=O)[O-])S(=O)(=O)[O-].[Ca+2],imine_one_A(321),   ,quinone_D(2),8,105,3,19,0,38,4,61
9576957,CC1=CC(=NNC2=NC=CS2)C(=O)C=C1,imine_one_A(321),   ,quinone_D(2),51,432,22,81,0,5,7,232
9581873,CCOC(=O)NC(=O)C(=NNC1=CC=CC(=C1)C(F)(F)F)C(=O)C,imine_one_A(321),   ,   ,0,603,0,106,0,10,0,355
9590449,CC1=C(NON1)C(=O)NN=CC2=CC(=O)C(=O)C=C2,imine_one_A(321),   ,quinone_D(2),32,650,14,112,0,13,9,376
9594850,C1=CC=C2C(=C1)C=CC(=O)C2=NNC3=CC=C(C=C3)S(=O)(=O)N,imine_one_A(321),   ,quinone_D(2),10,633,3,111,0,11,5,371
9601174,C1=CC(=O)C(=O)C=C1C=NNC(=C2C(=NON2)N)N,imine_one_A(321),   ,quinone_D(2),21,575,14,98,0,10,5,341
9603961,CC1=CC=C(C=C1)NN=C2C=CC3=CC=CC=C3C2=O,imine_one_A(321),   ,quinone_D(2),31,512,14,102,0,7,15,293
9603976,C1=CC=C2C(=C1)C=CC(=NNC3=CC=C(C=C3)F)C2=O,imine_one_A(321),   ,quinone_D(2),33,498,15,95,0,7,7,284
9604033,COC1=CC(=O)C(=NNC2=CC3=CC=CC=C3C=C2)C=C1,imine_one_A(321),   ,quinone_D(2),21,490,15,92,0,7,7,286
9605058,CC(=NN=C1C=CC=CC1=O)NNC2=NC3=CC=CC=C3S2,imine_one_A(321),   ,quinone_D(2),29,570,5,95,0,10,4,336
9605083,C1=CC=C2C(=C1)C=C(C(=O)C2=NNC3=CC=C(C=C3)CC(=O)O)C(=O)O,imine_one_A(321),   ,quinone_D(2),50,658,3,99,0,10,33,358
9605090,C1=CC=C2C(=C1)C=CC(=O)C2=NNC3=CC=C(C=C3)F,imine_one_A(321),   ,quinone_D(2),12,641,1,99,0,10,5,342
9605396,C1=CC=C2C(=C1)C=CC(=O)C2=NNC3=CC(=CC(=C3)C(=O)O)C(=O)O,imine_one_A(321),   ,quinone_D(2),13,499,0,88,0,10,7,289
9612808,CC1(CC(=O)CC(=O)C1=NNC2=C(C=C(C=C2Cl)Cl)Cl)C,imine_one_A(321),   ,   ,2,645,0,106,0,13,1,378
9614716,COC1=CC=C(C=C1)C(=O)C(=NNC2=CC=C(C=C2)OC)C=NOC,imine_one_A(321),   ,   ,13,683,7,111,0,14,3,400
9616324,CC1=CC=C(C=C1)NN=C2COC(CC2=O)(C)C,imine_one_A(321),   ,   ,11,642,8,105,0,13,2,379
9635297,COC1=CC=C(C=C1)C(=O)C(=NNC2=CC=C(C=C2)F)C=O,imine_one_A(321),   ,   ,19,642,4,109,0,11,10,383
9635449,C1=CC(=CC=C1NN=C(C=NN)C(=O)C2=CC=NC=C2)Cl,imine_one_A(321),   ,   ,7,561,2,96,1,10,2,333
9638344,C1=CC=C2C(=C1)C=CC(=O)C2=NNC3=CC=CC=C3F,imine_one_A(321),   ,quinone_D(2),16,568,3,96,0,10,4,335
9638517,CCOC(=O)NC(=O)C(=NNC1=CC(=CC(=C1)C)C)C(=O)C,imine_one_A(321),   ,   ,0,618,0,105,0,11,0,367
9645014,CCOC(=O)C1(C(=NNC2=CC=C(C=C2)S(=O)(=O)N)C(=O)C(=O)N1C3=CC=CC=C3)C,imine_one_A(321),   ,   ,3,630,0,109,0,11,2,370
9701589,C1=CC(=O)C(=O)C=C1C=NNC2=CC=C(NN2)Cl,imine_one_A(321),   ,quinone_D(2),14,476,3,83,0,7,6,281
9711289,COC1=CC(=CNN=C(C2=CC=CC=C2)C(=O)C3=CC=CC=C3)C=C(C1=O)OC,imine_one_A(321),   ,   ,6,636,2,108,0,13,1,371
9718025,C1=CC(=O)C(=O)C(=C1)C=NNC2=CC=C(NN2)Cl,imine_one_A(321),   ,quinone_D(2),60,540,24,105,0,7,15,301
9723454,C1=CC(=CC=C1C(=O)NN=CC2=CC(=O)C(=O)C=C2)N3C=NNN3,imine_one_A(321),   ,quinone_D(2),11,392,0,65,0,5,8,221
9776889,COC1=CC=C(C=C1)C2=CNNC(=N2)NN=CC3=CC(=O)C(=O)C=C3,imine_one_A(321),   ,quinone_D(2),42,643,12,108,0,13,22,383
10360755,CC1=CC(=C(C(=C1)C(=O)O)C2=C(C3=C(C(=CC=C3)O)C(=O)C2=O)O)OC,imine_one_A(321),   ,quinone_D(2),20,508,0,78,0,5,16,310
11957192,CC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)N4CCOCC4,imine_one_A(321),   ,   ,1,664,1,111,0,14,1,385
11957193,C1CCC(C1)NC(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)N4CCOCC4,imine_one_A(321),   ,   ,1,674,0,110,0,14,1,392
11957194,CC1CCCN(C1)C(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)N4CCCCC4,imine_one_A(321),   ,   ,7,679,0,109,0,14,7,395
11957216,CCOC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)NC4CCCCC4,imine_one_A(321),   ,   ,3,653,0,109,0,14,3,381
11957217,COC1=CC=C(C=C1)CNC(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCOCC4,imine_one_A(321),   ,   ,0,679,0,112,0,14,0,393
11957219,C1CCC(CC1)NC2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)N4CCC5=CC=CC=C54,imine_one_A(321),   ,   ,5,564,5,96,0,13,0,315
11957229,COC1=CC(=C(C=C1)NC(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)NC4CCCCC4)OC,imine_one_A(321),   ,   ,5,683,0,111,0,14,4,398
15944693,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)NCC4=CC=CO4,imine_one_A(321),   ,   ,1,639,0,108,0,13,1,377
15944694,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)NCCC4=CC=C(C=C4)Cl,imine_one_A(321),   ,   ,2,637,1,109,0,13,0,374
15944695,C1CCN(CC1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)NCC4=CC=CO4,imine_one_A(321),   ,   ,3,641,1,105,0,13,2,382
15944872,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)N4CCN(CC4)C5CCCCC5,imine_one_A(321),   ,   ,3,647,0,108,0,13,3,384
15945435,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)O)NNC=C3C=CC(=O)C(=O)C3=O,imine_one_A(321),   ,   ,61,693,5,109,1,13,34,410
15945456,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCCC4=CC=CC=C4,imine_one_A(321),   ,   ,3,660,0,108,0,13,3,394
15945491,CC1CCC(CC1)NC(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)NC4CCCCC4,imine_one_A(321),   ,   ,0,639,0,106,0,13,0,379
15945492,COC1=CC=C(C=C1)CNC(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)NC4CCCCC4,imine_one_A(321),   ,   ,2,638,1,104,0,13,1,381
15945511,C1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCC4=CC=C(C=C4)Cl,imine_one_A(321),   ,   ,2,652,0,105,0,13,1,387
15945512,C1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCCC4=CC=CC=C4,imine_one_A(321),   ,   ,3,648,1,106,0,13,2,384
15945513,C1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCCC4=CC=C(C=C4)Cl,imine_one_A(321),   ,   ,12,653,2,107,0,13,9,389
15945514,C1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCC4=CC=CC=C4Cl,imine_one_A(321),   ,   ,2,638,1,107,0,13,1,378
15945515,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NC4=CC=CC=N4,imine_one_A(321),   ,   ,2,638,0,108,0,13,1,379
15945516,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCCC4=CC=C(C=C4)C,imine_one_A(321),   ,   ,2,650,1,107,0,13,1,386
15945517,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCC4=CC=CC=C4Cl,imine_one_A(321),   ,   ,2,641,0,106,0,13,1,379
15945518,C1CCC(CC1)N2CCN(CC2)C(=O)C3=CC=C(C=C3)CNC4=C(C(=O)C4=O)N5CCCC5,imine_one_A(321),   ,   ,5,647,0,105,0,13,4,383
15945569,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCC4=CC=CC=C4,imine_one_A(321),   ,   ,2,640,0,105,0,13,1,381
15945570,C1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCC4=CC=CC=C4,imine_one_A(321),   ,   ,3,640,1,107,0,13,2,382
16187434,C1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCC4=CC=C(C=C4)F,imine_one_A(321),   ,   ,1,562,0,91,0,10,1,340
16187481,C1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCCC4=CCCCC4,imine_one_A(321),   ,   ,1,555,1,92,0,10,0,335
16187482,CC1CCCN(C1)C(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCCCC4,imine_one_A(321),   ,   ,8,569,0,92,0,10,8,346
16187483,C1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCCCC4=CC=CC=C4,imine_one_A(321),   ,   ,0,558,0,95,0,10,0,334
16188091,CC1CCCC(C1C)NC(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCCCC4,imine_one_A(321),   ,   ,1,553,0,92,0,10,1,332
16188119,CC(C1=CC=CC=C1)NC(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCCCC4,imine_one_A(321),   ,   ,2,558,2,93,0,10,0,334
16188125,COC1=CC(=C(C=C1)NC(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCCCC4)OC,imine_one_A(321),   ,   ,2,563,2,102,0,10,0,332
16188258,C1=CC=[N+](C=C1)C2=C(C3=CC=CC=C3C(=O)C2=NS(=O)(=O)C4=CC=CS4)[O-],imine_one_A(321),   ,quinone_D(2),47,572,13,98,0,10,26,345
16189441,CCC1=NN=C(S1)NC(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCCCC4,imine_one_A(321),   ,   ,2,564,0,91,0,10,2,343
16189483,CC1CCC(CC1)NC(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCCCC4,imine_one_A(321),   ,   ,1,566,0,93,0,10,1,342
16189513,CC(CCC1=C(C=CS1)NN=C2C(=O)C=CC3=CC=CC=C32)CC(=O)O,imine_one_A(321),   ,quinone_D(2),32,539,2,96,0,10,22,317
16189514,C1=CC=C2C(=C1)C=CC(=O)C2=NNC3=C(SC=C3)CCCC(=O)O,imine_one_A(321),   ,quinone_D(2),30,557,3,101,0,10,22,325
16189626,CC1CCCCC1NC(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCCCC4,imine_one_A(321),   ,   ,0,550,0,93,0,10,0,332
16189627,CC1CC(CN(C1)C(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCCCC4)C,imine_one_A(321),   ,   ,9,565,0,94,0,10,8,337
16189628,COC1=CC=CC=C1CNC(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCCCC4,imine_one_A(321),   ,   ,0,558,0,91,0,10,0,337
16189629,C1CCC(CC1)N2CCN(CC2)C(=O)C3CCC(CC3)CNC4=C(C(=O)C4=O)N5CCCCC5,imine_one_A(321),   ,   ,2,569,2,94,0,10,0,341
16189630,C1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)N4CCCC4,imine_one_A(321),   ,   ,1,562,1,94,0,10,0,337
16189632,CCOC1=CC=CC=C1NC(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCCCC4,imine_one_A(321),   ,   ,0,558,0,91,0,10,0,338
16189633,CCOC1=CC=C(C=C1)NC(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCCCC4,imine_one_A(321),   ,   ,3,560,2,91,0,10,0,340
16189634,CC1CCN(CC1)C(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCCCC4,imine_one_A(321),   ,   ,0,548,0,89,0,10,0,332
16189635,COC1=CC=C(C=C1)CNC(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCCCC4,imine_one_A(321),   ,   ,4,567,0,95,0,10,3,342
16189636,CC(C)(C)NC(=O)C1CCC(CC1)CNC2=C(C(=O)C2=O)N3CCCCC3,imine_one_A(321),   ,   ,1,565,0,93,0,10,0,340
16193553,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)N(C)C4CCCCC4,imine_one_A(321),   ,   ,1,548,1,92,0,10,0,330
16193555,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)NCC4=CC=CC=C4,imine_one_A(321),   ,   ,2,563,1,95,0,10,0,337
16193563,CC(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)N4CCOCC4,imine_one_A(321),   ,   ,10,567,1,93,0,10,10,343
16193589,C1COCCN1C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)NCC4=CC=C(C=C4)Cl,imine_one_A(321),   ,   ,1,557,0,93,0,10,1,337
16193694,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)N(C)C4=CC=C(C=C4)C,imine_one_A(321),   ,   ,2,561,1,95,0,10,1,336
16193759,COC1=CC(=C(C=C1)OC)NC(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCOCC4,imine_one_A(321),   ,   ,0,553,0,91,0,10,0,331
16193773,CCOC1=CC(=C(C=C1)OCC)NC(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)N4CCCC4,imine_one_A(321),   ,   ,2,549,2,91,0,10,0,327
16193775,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NC4CCCCCC4,imine_one_A(321),   ,   ,2,549,0,89,0,10,2,331
16193776,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCCC(C)C,imine_one_A(321),   ,   ,1,563,0,94,0,10,1,337
16193777,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NC4=CC(=C(C=C4)C)F,imine_one_A(321),   ,   ,4,554,4,94,0,10,0,329
16193829,CCOC(=O)N1CCN(CC1)C2=C(C(=O)C2=O)N3CCN(CC3)C4=CC=CC=C4F,imine_one_A(321),   ,   ,2,570,0,96,0,10,2,340
16193830,CCOC(=O)N1CCN(CC1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)F,imine_one_A(321),   ,   ,11,560,4,93,0,10,4,339
16193831,CCOC(=O)N1CCC(CC1)NC2=C(C(=O)C2=O)NCCCN3CCN(CC3)C4CCCCC4,imine_one_A(321),   ,   ,1,616,0,103,0,11,0,369
16193832,CCOC(=O)C1CCCN(C1)C2=C(C(=O)C2=O)NCCC3=CC=CC(=C3)C,imine_one_A(321),   ,   ,1,557,0,94,0,10,0,330
16193838,CCN(CCNC1=C(C(=O)C1=O)N2CCC(CC2)C(=O)OCC)C3=CC=CC=C3,imine_one_A(321),   ,   ,3,563,0,94,0,10,2,335
16193868,CCOC(=O)N1CCN(CC1)C2=C(C(=O)C2=O)N3CCN(CC3)C4=CC=C(C=C4)F,imine_one_A(321),   ,   ,0,564,0,96,0,10,0,334
16193873,CCOC(=O)C1CCN(CC1)C2=C(C(=O)C2=O)NC3=CC(=C(C=C3)C)C,imine_one_A(321),   ,   ,0,555,0,92,0,10,0,333
16193892,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCCC4=CC=C(C=C4)Cl,imine_one_A(321),   ,   ,3,554,0,92,0,10,2,332
16193895,CCC1=NN=C(S1)NC(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCC(CC4)C,imine_one_A(321),   ,   ,0,562,0,93,0,10,0,337
16193896,CC1CCCC(C1C)NC(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCCC4,imine_one_A(321),   ,   ,0,561,0,94,0,10,0,336
16193899,C1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NC4=CC=C(C=C4)F,imine_one_A(321),   ,   ,3,573,3,102,0,10,0,338
16193903,COC1=CC=CC=C1NC(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCCCC4,imine_one_A(321),   ,   ,0,562,0,93,0,10,0,337
16193928,CC(C)CCNC(=O)C1CCC(CC1)CNC2=C(C(=O)C2=O)N3CCCC3,imine_one_A(321),   ,   ,1,552,1,92,0,10,0,333
16193934,CCOC(=O)C1CCCN(C1)C2=C(C(=O)C2=O)NCCC3=CC=CC=C3,imine_one_A(321),   ,   ,1,564,0,96,0,10,0,333
16193958,CCOC(=O)N1CCN(CC1)C2=C(C(=O)C2=O)N3CCN(CC3)C(=O)OCC,imine_one_A(321),   ,   ,0,560,0,94,0,10,0,333
16193978,CC(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)N4CCCC4,imine_one_A(321),   ,   ,2,566,0,93,0,10,2,339
16193979,C1CCN(C1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)N4CCC(=CC4)C5=CC=CC=C5,imine_one_A(321),   ,   ,13,571,0,93,0,10,12,342
16193997,CCOC(=O)N1CCN(CC1)C2=C(C(=O)C2=O)NCCN3CCN(CC3)C4=CC=CC=C4F,imine_one_A(321),   ,   ,0,562,0,96,0,10,0,334
16194018,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCC4=CC=C(C=C4)OC,imine_one_A(321),   ,   ,0,561,0,92,0,10,0,337
16194019,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCC4=CC=C(C=C4)C,imine_one_A(321),   ,   ,2,563,0,92,0,10,0,336
16194020,CCOC1=CC=C(C=C1)NC(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCC(CC4)C,imine_one_A(321),   ,   ,3,566,2,95,0,10,0,337
16194021,C1CC(CCC1CNC2=C(C(=O)C2=O)N3CCOCC3)C(=O)NCC4=CC=C(C=C4)Cl,imine_one_A(321),   ,   ,0,560,0,92,0,10,0,336
16194022,COC1=C(C=C(C=C1)NC(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCOCC4)Cl,imine_one_A(321),   ,   ,0,562,0,93,0,10,0,337
16194023,CCOC(=O)C1=CC=C(C=C1)NC(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCOCC4,imine_one_A(321),   ,   ,0,567,0,94,0,10,0,339
16194024,C1CC(CCC1CNC2=C(C(=O)C2=O)N3CCOCC3)C(=O)NCC4=CC=CC=C4Cl,imine_one_A(321),   ,   ,0,528,0,86,0,10,0,312
16194025,CCCCNC(=O)C1CCC(CC1)CNC2=C(C(=O)C2=O)N3CCC(CC3)C,imine_one_A(321),   ,   ,0,555,0,91,0,10,0,333
16194026,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCC4=CC=C(C=C4)F,imine_one_A(321),   ,   ,0,554,0,91,0,10,0,332
16194027,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCC4=CC=CC=C4OC,imine_one_A(321),   ,   ,2,562,0,91,0,10,2,341
16194063,CCOC(=O)N1CCN(CC1)C2=C(C(=O)C2=O)NCC3=CC=CC=C3Cl,imine_one_A(321),   ,   ,4,563,0,95,0,10,1,335
16194071,CCOC(=O)C1CCCN(C1)C2=C(C(=O)C2=O)NCCC3=CC=C(C=C3)C,imine_one_A(321),   ,   ,1,566,0,96,0,10,1,336
16194090,CCOC(=O)C1CCCN(C1)C2=C(C(=O)C2=O)NCCC3=CC=C(C=C3)Cl,imine_one_A(321),   ,   ,0,563,0,94,0,10,0,336
16194108,CCOC(=O)C1CCN(CC1)C2=C(C(=O)C2=O)NCCC(C)C,imine_one_A(321),   ,   ,2,565,0,94,0,10,1,337
16194115,CCOC(=O)C1CCCN(C1)C2=C(C(=O)C2=O)NCCC(C)C,imine_one_A(321),   ,   ,1,565,0,96,0,10,0,334
16194120,CCCCN(C)C1=C(C(=O)C1=O)N2CCC(CC2)C(=O)OCC,imine_one_A(321),   ,   ,1,557,0,92,0,10,0,333
16194134,CCOC(=O)C1CCN(CC1)C2=C(C(=O)C2=O)NCCCN3CCCCC3,imine_one_A(321),   ,   ,1,558,0,92,0,10,1,336
16194141,C1CCN(C1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCC4=CC=C(C=C4)Cl,imine_one_A(321),   ,   ,1,567,0,95,0,10,0,335
16194142,C1CCN(C1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)N4CCC5=CC=CC=C54,imine_one_A(321),   ,   ,0,561,0,94,0,10,0,336
16194143,C1CCC(=CC1)CCNC(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCCC4,imine_one_A(321),   ,   ,0,555,0,91,0,10,0,333
16194164,CCOC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)N4CCCC4,imine_one_A(321),   ,   ,3,557,1,93,0,10,3,336
16194169,CC1CCN(CC1)C(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)N4CCCC4,imine_one_A(321),   ,   ,7,567,0,94,0,10,7,342
16194180,C1CCN(C1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)NCC4=CC=CC=C4,imine_one_A(321),   ,   ,0,564,0,94,0,10,0,338
16194181,CC1CC(CN(C1)C(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)N4CCCC4)C,imine_one_A(321),   ,   ,7,556,0,89,0,10,7,337
16194182,CC1=CC(=CC(=C1)NC(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)N4CCCC4)C,imine_one_A(321),   ,   ,2,564,1,94,0,10,1,338
16194183,COC1=CC(=CC(=C1OC)OC)NC(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)N4CCCC4,imine_one_A(321),   ,   ,4,569,0,96,2,11,4,339
16194197,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCCC4=CCCCC4,imine_one_A(321),   ,   ,2,553,1,92,0,10,0,330
16194214,CCOC(=O)C1CCN(CC1)C2=C(C(=O)C2=O)NC3=CC(=CC(=C3)C)C,imine_one_A(321),   ,   ,3,563,0,95,0,10,0,336
16194234,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)N4CCN(C(C4)C)C5=CC=CC(=C5)C,imine_one_A(321),   ,   ,9,625,0,103,0,11,8,377
16194236,CCOC(=O)C1CCN(CC1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)N(C)CC4=CC=CC=C4,imine_one_A(321),   ,   ,0,628,0,109,0,11,0,371
16194274,CCOC(=O)C1CCN(CC1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)NC4=CC=C(C=C4)C,imine_one_A(321),   ,   ,3,565,3,95,0,10,0,338
16194275,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)N4CCN(CC4)C5=CC=CC(=C5C)C,imine_one_A(321),   ,   ,9,627,0,105,0,11,5,376
16195541,CCC1=CC(=CC=C1)NC(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)N4CCCC4,imine_one_A(321),   ,   ,4,570,2,99,0,10,1,338
16195543,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)NC4=CC=C(C=C4)C,imine_one_A(321),   ,   ,1,567,1,98,0,10,0,338
16195545,COC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)N4CCCC4)Cl,imine_one_A(321),   ,   ,2,566,0,97,0,10,1,338
16195546,C1COCCN1C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)NCC4=CC=C(C=C4)F,imine_one_A(321),   ,   ,1,563,0,96,0,10,0,336
16195553,C1COCCN1C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)NCCC4=CC=C(C=C4)Cl,imine_one_A(321),   ,   ,10,569,0,95,0,10,8,341
16195558,C1CC(CCC1CNC2=C(C(=O)C2=O)N3CCOCC3)C(=O)NCC4=CC=C(C=C4)F,imine_one_A(321),   ,   ,5,560,1,93,0,10,3,337
16195567,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCCCC4=CC=CC=C4,imine_one_A(321),   ,   ,3,382,1,60,0,8,2,226
16195568,CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCC4=CC(=CC=C4)OC,imine_one_A(321),   ,   ,0,562,0,96,0,10,0,337
16195601,C1CCN(C1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)NCC4=CC=C(C=C4)Cl,imine_one_A(321),   ,   ,4,546,0,92,0,10,3,330
16196834,CC(C)(C)C1=CC(=NNC2=CC=C(C=C2)S(=O)(=O)N3CCOCC3)C(=O)C(=C1)Br,imine_one_A(321),ene_one_hal(17),quinone_D(2),16,637,3,107,0,11,4,375
16239542,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)O)NN=CC3=CC(=O)C(=O)C=C3,imine_one_A(321),   ,quinone_D(2),37,680,11,122,0,13,15,386
16411549,CCCCC[N+]1=CN(C=C1)C2=C(C3=CC=CC=C3C(=O)C2=NS(=O)(=O)C4=CC=C(C=C4)Br)[O-],imine_one_A(321),   ,quinone_D(2),17,562,2,90,0,10,9,339
16411694,CCCC[N+]1=CN(C=C1)C2=C(C3=CC=CC=C3C(=O)C2=NS(=O)(=O)C4=CC=C(C=C4)Cl)[O-],imine_one_A(321),   ,quinone_D(2),28,570,9,99,0,10,11,338
16412199,C1=CC=C(C=C1)CCCC2=CC=[N+](C=C2)C3=C(C4=CC=CC=C4C(=O)C3=NS(=O)(=O)C5=CC=CS5)[O-],imine_one_A(321),   ,quinone_D(2),31,547,12,99,0,9,13,320
16413373,COC1=CC=C(C=C1)NN=C(C=NOC)C(=O)C2=CC=CC=C2,imine_one_A(321),   ,   ,5,680,2,114,0,14,3,396
16413376,CON=CC(=NNC1=CC=CC=C1)C(=O)C2=CC=CC=C2,imine_one_A(321),   ,   ,3,628,0,108,0,11,3,371
