CID,SMILES,PAINS_A,PAINS_B,PAINS_C,AllAssays_Active,AllAssays_Total,LuciferaseAssays_Active,LuciferaseAssays_Total,BetaLactamaseAssays_Active,BetaLactamaseAssays_Total,FluorescenceAssays_Active,FluorescenceAssays_Total
16413387,COC1=CC(=CC(=C1)NN=C(C=NOC)C(=O)C2=CC=CC=C2)OC,imine_one_A(321),   ,   ,4,625,2,109,0,11,2,369
16413388,COC1=CC=C(C=C1)NN=C(C=NOC)C(=O)C2=CC=C(C=C2)F,imine_one_A(321),   ,   ,6,636,0,108,0,11,4,380
16413519,CC1=CC=C(C=C1)NN=C(C=NOC)C(=O)C2=CC=C(C=C2)OC,imine_one_A(321),   ,   ,17,680,7,113,0,14,5,397
16682501,CC(C)(C)C1=CC=[N+](C=C1)C2=C(C3=CC=CC=C3C(=O)C2=NS(=O)(=O)C4=CC=CC=C4)[O-],imine_one_A(321),   ,quinone_D(2),39,555,17,103,0,9,13,320
20969514,CCC1=CC=C(C=C1)NC(=O)C2CCN(CC2)C3=C(C(=O)C3=O)N4CCCC4,imine_one_A(321),   ,   ,0,491,0,88,0,7,0,283
20969845,CC1=CC=C(C=C1)C2=C(C(=O)C2=O)NCCC3=CC=CC=C3,imine_one_A(321),   ,   ,5,497,0,86,1,7,2,288
22550354,C1=CC=C(C=C1)C2=C(C(=O)C2=O)NCCC3=CC=C(C=C3)Cl,imine_one_A(321),   ,   ,2,488,0,84,0,7,2,285
22550398,C1=CC=C(C=C1)CCNC2=C(C(=O)C2=O)C3=CC=CC=C3,imine_one_A(321),   ,   ,1,488,1,83,0,7,0,285
22550619,COC1=CC=C(C=C1)C2=C(C(=O)C2=O)NCCC3=CC=CC=C3,imine_one_A(321),   ,   ,1,492,0,85,0,7,0,286
22551557,CC(C)C1=CC=C(C=C1)C2=C(C(=O)C2=O)NCCC3=CC=CC=C3,imine_one_A(321),   ,   ,1,490,0,85,0,7,1,288
23679046,C1=CC=C(C=C1)C(=NN=C2C=C(C=CC2=O)S(=O)(=O)[O-])NNC3=CC=CC=C3C(=O)O.[Na+],imine_one_A(321),   ,quinone_D(2),18,392,1,66,0,5,11,221
23682559,CC1=C(C=CC(=C1)S(=O)(=O)[O-])NN=C2C(=O)C=CC3=CC=CC=C32.[Na+],imine_one_A(321),   ,quinone_D(2),8,105,5,19,0,38,6,61
23723159,COC1=CC=CC(=C1)NN=C2C=CC3=CC=CC=C3C2=O,imine_one_A(321),   ,quinone_D(2),31,502,17,97,0,7,10,288
23823889,C1=CC(=O)C(=NC2=C(C=CC3=C2NON3)[N+](=O)[O-])C=C1[N+](=O)[O-],imine_one_A(321),   ,quinone_D(2),7,484,0,85,0,7,2,283
24762034,C1=CC2=C(C=CC(=O)C2=NNC3=CC=C(C=C3)C(=O)O)N=C1,imine_one_A(321),   ,quinone_D(2),69,519,23,98,0,7,31,305
24762077,CCOC(=O)C1=C(N(C2=C1C3=C(C=CC(=C3)Br)C(=NNC(=O)N)C2=O)C)CN(C)C.Cl,imine_one_A(321),   ,quinone_D(2),27,506,9,96,0,7,16,293
24792910,C1=CC(=C(C=C1Cl)NN=C2C(=CC3=CC(=CC(=C3C2=O)O)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+],imine_one_A(321),   ,quinone_D(2),73,462,7,77,1,7,53,270
25049724,C1=CC=C(C=C1)C(=NNC2=CC=CC=C2O)NN=C3C=CC=CC3=O,imine_one_A(321),   ,quinone_D(2),2,431,2,69,0,5,0,255
44135675,C1=CC=C2C(=C1)C=CC(=O)C2=NNC3=CC=C(C=C3)S(=O)(=O)[O-].[Na+],imine_one_A(321),   ,quinone_D(2),14,105,6,19,2,38,9,61
51359209,C1=CC=C2C(=C1)C=CC(=NNC3=NNN=N3)C2=O,imine_one_A(321),   ,quinone_D(2),35,180,0,28,0,1,26,106
57351929,CC1=CC(=C(C=C1)NN=C2C(=O)C=CC(=NNC3=CC=C(C=C3)S(=O)(=O)[O-])C2=O)C.[Na+],imine_one_A(321),   ,   ,7,105,5,19,0,38,6,61
3242497,CCOC(=O)N1CCC(CC1)NC2=C(C(=O)C2=O)NCCCN3CCN(CC3)C4=CC=C(C=C4)OC,"imine_one_A(321),anil_di_alk_C(246)",   ,   ,4,682,2,112,0,20,1,416
5309969,COC1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC=C(C=C3)CNC4=C(C(=O)C4=O)N5CCOCC5,"imine_one_A(321),anil_di_alk_C(246)",   ,   ,10,672,0,116,0,25,10,395
9550911,CCOC(=O)N1CCN(CC1)C2=C(C(=O)C2=O)N3CCN(CC3)C4=CC=C(C=C4)OC,"imine_one_A(321),anil_di_alk_C(246)",   ,   ,0,686,0,111,0,14,0,402
9550938,CCOC(=O)N1CCN(CC1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)N(C)C,"imine_one_A(321),anil_di_alk_D(198),anil_di_alk_E(186)",   ,   ,0,676,0,110,0,14,0,393
11957181,CN(C)C1=CC=C(C=C1)CNC(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)N4CCCCC4,"imine_one_A(321),anil_di_alk_D(198),anil_di_alk_E(186)",   ,   ,6,677,1,111,0,14,3,393
16194041,CN(C)C1=CC=C(C=C1)CNC(=O)C2CCC(CC2)CNC3=C(C(=O)C3=O)N4CCCCC4,"imine_one_A(321),anil_di_alk_D(198),anil_di_alk_E(186)",   ,   ,0,565,0,96,0,10,0,340
16194086,CCOC(=O)C1CCN(CC1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)N(C)C,"imine_one_A(321),anil_di_alk_D(198),anil_di_alk_E(186)",   ,   ,1,564,0,94,0,10,0,335
5331878,CN1C2=CC=CC=C2C(=NN(C)C3=CC=CC=C3)C1=O,imine_one_isatin(189),   ,   ,8,556,2,92,0,10,3,331
5398024,CC1=CC=CC=C1OCC(=O)NN=C2C3=CC=CC=C3N(C2=O)C,imine_one_isatin(189),   ,   ,12,573,0,90,0,10,11,349
5400723,CC1=CC2=C3C(=C1)C(=CC(N3C(=O)C2=NNC(=S)N)(C)C)C,imine_one_isatin(189),   ,   ,15,650,5,109,0,13,8,381
5400724,CC1=CC(N2C3=C(C=C(C=C13)OC)C(=NNC(=S)N)C2=O)(C)C,imine_one_isatin(189),   ,   ,25,580,8,98,0,10,15,346
5400725,CC1=CC(N2C3=C1C=CC=C3C(=NNC(=S)N)C2=O)(C)C,imine_one_isatin(189),   ,   ,12,638,3,104,0,13,7,372
5404744,CC1=CC=C(C=C1)NCC(=O)NN=C2C3=CC=CC=C3N(C2=O)C,imine_one_isatin(189),   ,   ,6,622,3,105,0,11,2,366
5409381,CN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C3=CC=CC=C3)C1=O,imine_one_isatin(189),   ,   ,5,492,0,85,0,7,2,286
5413925,CC1=CC(=NN1)C(=O)NN=C2C3=CC=CC=C3N(C2=O)C(C)C,imine_one_isatin(189),   ,   ,4,660,1,105,0,14,2,384
5418971,CCN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C3=CC=CO3)C1=O,imine_one_isatin(189),   ,   ,0,639,0,103,0,13,0,380
5418985,CN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C3=CN=CC=C3)C1=O,imine_one_isatin(189),   ,   ,4,488,0,89,0,7,2,278
5419059,CN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C3=CC=CO3)C1=O,imine_one_isatin(189),   ,   ,2,644,0,105,0,13,2,383
5422554,CC1=C2C3=C(C=C1)C(=CC(N3C(=O)C2=NNC(=S)N)(C)C)C,imine_one_isatin(189),   ,   ,9,642,2,105,0,13,7,379
5423412,CCN1C2=CC=CC=C2C(=NNC(=O)CNC3=CC=C(C=C3)C)C1=O,imine_one_isatin(189),   ,   ,3,638,1,106,0,13,0,379
5424381,CC(C)(C)OC(=O)NN=C1C2=CC=CC=C2N(C1=O)CC=C,imine_one_isatin(189),   ,   ,6,640,1,105,0,13,5,376
5424744,CCN1C2=CC=CC=C2C(=NNC(=O)CNC3=CC=CC(=C3)C)C1=O,imine_one_isatin(189),   ,   ,6,647,0,105,0,13,6,386
5424800,C=CCN1C2=CC=CC=C2C(=NN3C=NN=C3)C1=O,imine_one_isatin(189),   ,   ,7,730,0,113,0,19,4,437
5425172,CC1=C2C3=C(C=C1)C(=CC(N3C(=O)C2=NN)(C)C)C,imine_one_isatin(189),   ,   ,6,573,0,96,0,10,3,344
5425402,CC1=CC2=C3C(=C1)C(=CC(N3C(=O)C2=NN)(C)C)C,imine_one_isatin(189),   ,   ,11,656,0,108,0,13,5,389
5440280,CN1C2=C(C=C(C=C2)Br)C(=NNC(=O)CNC(=O)C3=CC=CC=C3)C1=O,imine_one_isatin(189),   ,   ,0,487,0,88,0,7,0,281
5440362,CC1=CC=C(C=C1)NC(=O)CN2C3=CC=CC=C3C(=NNS(=O)(=O)C4=CC=C(C=C4)C)C2=O,imine_one_isatin(189),   ,   ,10,641,0,105,0,13,6,380
5513910,CN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C3=CC(=C(C=C3)OC)OC)C1=O,imine_one_isatin(189),   ,   ,1,562,0,91,0,10,1,336
5513944,C=CCN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C3=CC=CS3)C1=O,imine_one_isatin(189),   ,   ,1,641,1,106,0,13,0,381
5516182,CC(C)N1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C3=CC=CC=C3OC)C1=O,imine_one_isatin(189),   ,   ,10,488,0,86,0,7,7,283
5516377,CCN1C2=C(C=C(C=C2)C)C(=NNC3=NC(=O)CS3)C1=O,imine_one_isatin(189),   ,   ,20,702,3,112,0,14,16,419
5521053,C1=CC=C(C=C1)CCN2C3=CC=CC=C3C(=NNC(=O)CNC(=O)C4=CC=CO4)C2=O,imine_one_isatin(189),   ,   ,32,585,20,110,0,10,3,336
5522144,CCC1=CC2=C(C=C1)N(C(=O)C2=NNC3=NC(=O)CS3)CC,imine_one_isatin(189),   ,   ,18,671,1,106,0,14,14,394
5529576,CCNC(=S)NN=C1C2=CC=CC=C2N(C1=O)CC3=CC=C(C=C3)Cl,imine_one_isatin(189),   ,   ,12,640,1,102,0,13,10,385
5708076,CN1C2=CC=CC=C2C(=NNC3=CC=C(C=C3)F)C1=O,imine_one_isatin(189),   ,   ,9,641,5,112,0,11,3,378
5720547,CN1C2=CC=CC=C2C(=NNC(=O)C3=CC=CO3)C1=O,imine_one_isatin(189),   ,   ,23,632,18,112,0,11,4,373
5724207,CC1=CC(=CC=C1)NC(=O)CN2C3=CC=CC=C3C(=NNC(=O)C4=CC=NC=C4)C2=O,imine_one_isatin(189),   ,   ,2,622,1,104,0,11,1,369
5724211,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=NNC(=O)C4=CC=NC=C4)C2=O,imine_one_isatin(189),   ,   ,8,562,4,95,1,10,4,334
5724217,C1=CC=C(C=C1)CN2C3=C(C=C(C=C3)Br)C(=NNC(=O)N)C2=O,imine_one_isatin(189),   ,   ,0,460,0,87,0,7,0,255
5724229,C1=CC=C(C=C1)NC(=O)CN2C3=CC=CC=C3C(=NNC(=O)C4=CC=NC=C4)C2=O,imine_one_isatin(189),   ,   ,1,448,0,79,0,8,0,260
5750824,CC1=CC2=C(C=C1)N(C(=O)C2=NNC(=O)N)C,imine_one_isatin(189),   ,   ,2,631,0,108,2,15,2,374
5754228,C1=CC=C(C=C1)NC(=O)CN2C3=CC=CC=C3C(=NN)C2=O,imine_one_isatin(189),   ,   ,1,487,0,86,0,7,0,282
5754230,C1=CC=C(C=C1)NC(=O)CN2C3=CC=CC=C3C(=NNC(=S)N)C2=O,imine_one_isatin(189),   ,   ,0,487,0,84,0,7,0,284
5754238,C1=CC=C(C=C1)NC(=O)CN2C3=CC=CC=C3C(=NNC(=O)C4=CC=CC=C4O)C2=O,imine_one_isatin(189),   ,   ,27,647,4,106,1,13,15,377
5754241,CC1=CC=CC=C1NC(=O)CN2C3=CC=CC=C3C(=NNC(=O)C4=CC=CC=C4O)C2=O,imine_one_isatin(189),   ,   ,19,614,0,95,0,13,12,370
5754245,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=NNC(=S)N)C2=O,imine_one_isatin(189),   ,   ,14,664,4,111,0,13,6,392
5754304,C=CCN1C2=CC=CC=C2C(=NNC3=NC4=CC=CC=C4C(=O)N3C5=CC=CC=C5)C1=O,imine_one_isatin(189),   ,   ,1,633,0,106,0,13,0,369
5754795,CC(=O)OC1COC(C(C1OC(=O)C)OC(=O)C)N2C3=CC=CC=C3C(=NNC(=S)N)C2=O,imine_one_isatin(189),   ,   ,4,491,2,87,0,7,2,284
5758021,CC1=CC=C(C=C1)NC(=O)CN2C3=CC=CC=C3C(=NNC(=O)C4=CC=NC=C4)C2=O,imine_one_isatin(189),   ,   ,2,572,0,92,0,11,2,333
5762414,COC(=O)CN1C2=CC=CC=C2C(=NNC(=O)C3=CC4=C(C=C3)OCO4)C1=O,imine_one_isatin(189),   ,   ,5,630,2,107,0,11,2,372
5762464,CC(C)N1C2=CC=CC=C2C(=NNC(=O)C3COC4=CC=CC=C4O3)C1=O,imine_one_isatin(189),   ,   ,18,642,2,108,0,11,11,378
5768828,COC1=CC=CC=C1NC(=O)CN2C3=CC=CC=C3C(=NNC(=O)C4=CC=CC=C4O)C2=O,imine_one_isatin(189),   ,   ,23,646,0,109,0,11,12,378
5779800,CC1=CC2=C(C=C1)N(C(=O)C2=NNC3=CC=CC(=C3)C(=O)O)C,imine_one_isatin(189),   ,   ,13,601,3,99,0,11,10,361
5781566,CN1C2=CC=CC=C2C(=NNC3=CC=CC=C3)C1=O,imine_one_isatin(189),   ,   ,6,489,3,85,0,7,3,285
5790282,CC1=CC(=C(O1)C)C(=O)NN=C2C3=CC=CC=C3N(C2=O)C,imine_one_isatin(189),   ,   ,20,644,18,115,0,13,2,371
5791382,CC1=C(N2C=CC=CC2=N1)C(=O)NN=C3C4=CC=CC=C4N(C3=O)CCC(C)C,imine_one_isatin(189),   ,   ,17,638,5,108,0,13,6,371
5823724,CN1C2=CC=CC=C2C(=NNC(=O)CN3C4=CC=CC=C4N=C3C(F)(F)F)C1=O,imine_one_isatin(189),   ,   ,2,635,0,103,0,13,0,376
5842722,CCN1C2=CC=CC=C2C(=NNC(=O)C(C3=CC=CC=C3)O)C1=O,imine_one_isatin(189),   ,   ,4,566,0,94,0,10,0,337
5844157,CN1C=NN=C1SCC2=CC=C(C=C2)C(=O)NN=C3C4=CC=CC=C4N(C3=O)CC5=CC=C(C=C5)Cl,imine_one_isatin(189),   ,   ,24,645,4,110,0,13,9,376
5853489,CC(C)CCN1C2=CC=CC=C2C(=NNC(=O)CN3C=CC(=N3)C(F)(F)F)C1=O,imine_one_isatin(189),   ,   ,9,647,0,108,0,13,5,380
5861001,CCOC(=O)NN=C1C2=CC=CC=C2N(C1=O)C,imine_one_isatin(189),   ,   ,6,663,1,110,0,13,4,391
5863446,CC1=CC2=C(C=C1)N(C(=O)C2=NNC3=CC=C(C=C3)[N+](=O)[O-])C,imine_one_isatin(189),   ,   ,4,496,3,90,0,7,0,287
5871013,COC(=O)NN=C1C2=CC=CC=C2N(C1=O)CC3=CC=CC=C3,imine_one_isatin(189),   ,   ,1,566,0,96,0,10,0,335
5886258,C=CCN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C=CC3=CC=CO3)C1=O,imine_one_isatin(189),   ,   ,20,691,0,111,0,14,14,411
5886450,COC(=O)CN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C3=CC4=C(C=C3)OCCO4)C1=O,imine_one_isatin(189),   ,   ,1,485,0,84,0,7,1,281
5895923,CC(C)N1C2=CC=CC=C2C(=NNC(=O)CC3=CSC(=N3)N4CCOCC4)C1=O,imine_one_isatin(189),   ,   ,5,640,1,109,0,11,3,377
5896614,CC(C)N1C2=CC=CC=C2C(=NNC3=CC(=C(C=C3)Cl)C(=O)O)C1=O,imine_one_isatin(189),   ,   ,13,569,0,92,0,10,11,344
5898836,C#CCN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C3=CN=CC=C3)C1=O,imine_one_isatin(189),   ,   ,4,482,4,85,0,7,0,281
5905369,C#CCN1C2=CC=CC=C2C(=NNC(=O)C(C3=CC=CC=C3)O)C1=O,imine_one_isatin(189),   ,   ,4,566,1,95,0,10,1,338
5906509,CN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C=CC3=CC=CC=C3)C1=O,imine_one_isatin(189),   ,   ,2,487,0,86,0,7,0,283
5907027,C#CCN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C=CC3=CC=CC=C3)C1=O,imine_one_isatin(189),   ,   ,3,486,3,89,0,7,0,285
5910325,CCC1=CC2=C(C=C1)N(C(=O)C2=NNC3=NC(=O)CS3)C,imine_one_isatin(189),   ,   ,13,652,0,100,0,14,11,386
5910653,CCCN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C3=CC=NC=C3)C1=O,imine_one_isatin(189),   ,   ,0,485,0,86,0,7,0,281
5911519,CN1C2=CC=CC=C2C(=NNC(=O)CC3=CNC4=CC=CC=C43)C1=O,imine_one_isatin(189),   ,   ,1,277,0,42,0,2,1,155
5912542,C1OC2=C(O1)C=C(C=C2)CN3C4=CC=CC=C4C(=NNC(=O)CNC(=O)CC5=CC=CC=C5)C3=O,imine_one_isatin(189),   ,   ,7,567,1,96,0,12,7,329
5917826,C=CCN1C2=CC=CC=C2C(=NNC(=O)C(C3=CC=CC=C3)O)C1=O,imine_one_isatin(189),   ,   ,2,559,0,93,0,10,0,335
5919853,C=CCN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C3=CC=CO3)C1=O,imine_one_isatin(189),   ,   ,10,645,1,107,0,13,5,382
5921238,CCN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C3=CC=CC=C3F)C1=O,imine_one_isatin(189),   ,   ,1,464,0,77,0,7,0,279
5922461,COC(=O)CN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C3=CC=NC=C3)C1=O,imine_one_isatin(189),   ,   ,3,480,0,86,0,7,1,274
5929816,CCN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C=CC3=CC=CC=C3)C1=O,imine_one_isatin(189),   ,   ,0,487,0,87,0,7,0,281
5936705,CC(C)N1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C3=CN=CC=C3)C1=O,imine_one_isatin(189),   ,   ,1,484,0,85,0,7,0,280
5938925,CCN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C=CC3=CC=CO3)C1=O,imine_one_isatin(189),   ,   ,6,686,0,111,0,14,2,407
5943833,CN1C2=CC=CC=C2C(=NNC3=CC=CC=C3[N+](=O)[O-])C1=O,imine_one_isatin(189),   ,   ,8,498,8,92,0,7,0,284
5957764,CC(C)N1C2=CC=CC=C2C(=NNC3=CC=CC=N3)C1=O,imine_one_isatin(189),   ,   ,8,646,3,106,0,13,3,383
5962296,CN1C2=CC=CC=C2C(=NNC3=NC(=CS3)C4=CC=CC=C4)C1=O,imine_one_isatin(189),   ,   ,30,647,8,111,0,13,14,376
5978496,CCCCNC(=S)NN=C1C2=CC=CC=C2N(C1=O)CC3=CC=CC=C3,imine_one_isatin(189),   ,   ,16,646,4,103,0,13,6,382
5997538,CC1=C(C=CC=C1Cl)NC(=S)NN=C2C3=CC=CC=C3N(C2=O)CN4CCOCC4,imine_one_isatin(189),   ,   ,38,560,16,86,0,12,11,330
6011089,CC1=CC=CC=C1NC(=S)NN=C2C3=C(C=CC(=C3)S(=O)(=O)N4CCOCC4)N(C2=O)C,imine_one_isatin(189),   ,   ,14,643,4,109,0,13,7,375
6011709,CCOC(=O)NN=C1C2=CC=CC=C2N(C1=O)CC=C,imine_one_isatin(189),   ,   ,1,631,0,102,0,13,1,372
6012385,CC1=CC(=CC(=C1)NC(=S)NN=C2C3=C(C=CC(=C3)S(=O)(=O)N4CCOCC4)N(C2=O)C)C,imine_one_isatin(189),   ,   ,12,662,2,107,0,13,8,387
6017294,CCC1=CC=CC=C1NC(=S)NN=C2C3=C(C=CC(=C3)S(=O)(=O)N4CCOCC4)N(C2=O)C,imine_one_isatin(189),   ,   ,29,654,16,117,0,13,8,380
6017295,CC1=CC(=CC=C1)NC(=S)NN=C2C3=C(C=CC(=C3)S(=O)(=O)N4CCOCC4)N(C2=O)C,imine_one_isatin(189),   ,   ,22,661,14,116,0,13,5,388
6017340,CC1=C(C=C(C=C1)NC(=S)NN=C2C3=C(C=CC(=C3)S(=O)(=O)N4CCOCC4)N(C2=O)C)C,imine_one_isatin(189),   ,   ,18,644,9,108,0,13,5,380
6017342,CC1=C(C(=CC=C1)C)NC(=S)NN=C2C3=C(C=CC(=C3)S(=O)(=O)N4CCOCC4)N(C2=O)C,imine_one_isatin(189),   ,   ,13,628,4,103,0,13,7,372
6017346,CC1=CC(=C(C=C1)C)NC(=S)NN=C2C3=C(C=CC(=C3)S(=O)(=O)N4CCOCC4)N(C2=O)C,imine_one_isatin(189),   ,   ,14,653,8,114,0,13,4,382
6018530,COC1=C(C=C(C=C1)NC(=S)NN=C2C3=CC=CC=C3N(C2=O)CC=C)Cl,imine_one_isatin(189),   ,   ,27,666,4,109,0,13,14,397
6018532,CC1=CC=C(C=C1)NC(=S)NN=C2C3=CC=CC=C3N(C2=O)CC=C,imine_one_isatin(189),   ,   ,36,658,8,107,0,13,15,394
6018710,CC1=CC=C(C=C1)NC(=S)NN=C2C3=C(C=CC(=C3)S(=O)(=O)N4CCOCC4)N(C2=O)C,imine_one_isatin(189),   ,   ,15,566,8,103,0,12,5,319
6023229,C1C(C(CS1(=O)=O)O)NN=C2C3=CC=CC=C3N(C2=O)CC4=CC=CC=C4,imine_one_isatin(189),   ,   ,5,565,0,94,0,10,2,340
6025792,CCN1C2=CC=CC=C2C(=NNC(=O)CC3=CSC(=N3)N4CCOCC4)C1=O,imine_one_isatin(189),   ,   ,0,616,0,103,0,11,0,368
6040562,CCN1C2=CC=CC=C2C(=NNC3=NC4=CC=CC=C4C=C3)C1=O,imine_one_isatin(189),   ,   ,21,560,18,99,0,10,3,331
6045818,C=CCN1C2=CC=CC=C2C(=NNC3=CC=CC=C3[N+](=O)[O-])C1=O,imine_one_isatin(189),   ,   ,5,210,4,37,0,2,1,116
6051336,C=CCN1C2=CC=CC=C2C(=NNC3=CC=CC=C3)C1=O,imine_one_isatin(189),   ,   ,3,494,2,89,0,7,3,285
6052056,CCCN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C3=CN=CC=C3)C1=O,imine_one_isatin(189),   ,   ,0,486,0,86,0,7,0,280
6063507,CCCCN1C2=CC=CC=C2C(=NNC(=O)CN3C4=CC=CC=C4N=C3C(F)(F)F)C1=O,imine_one_isatin(189),   ,   ,2,651,1,113,0,13,1,382
6070570,C1=CC=C2C(=C1)C(=NNC(=O)CNC(=O)C3=CC=CS3)C(=O)N2CCC#N,imine_one_isatin(189),   ,   ,3,565,1,98,0,10,2,333
6076489,CCN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C3=CN=CC=C3)C1=O,imine_one_isatin(189),   ,   ,1,206,0,36,0,2,0,114
6082305,CC(C)N1C2=CC=CC=C2C(=NNC(=O)CNC(=O)CCC3=CC=CC=C3)C1=O,imine_one_isatin(189),   ,   ,2,556,0,94,0,10,1,331
6083373,CCN1C2=CC=CC=C2C(=NNC3=CC(=C(C=C3)Cl)C(=O)O)C1=O,imine_one_isatin(189),   ,   ,4,566,1,96,0,10,2,339
6090335,CC(C)N1C2=CC=CC=C2C(=NNC(=O)CN3C=CC(=N3)C(F)(F)F)C1=O,imine_one_isatin(189),   ,   ,4,635,0,106,0,13,2,371
6131113,CCN1C2=CC=CC=C2C(=NNC(=O)CN3C=CC(=N3)C(F)(F)F)C1=O,imine_one_isatin(189),   ,   ,1,642,0,104,0,13,0,380
6146635,CC1=C(C(=CC=C1)NC(=S)NN=C2C3=CC=CC=C3N(C2=O)CN4CCOCC4)C,imine_one_isatin(189),   ,   ,24,651,6,110,0,13,11,380
6152767,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=S)NN=C3C4=CC=CC=C4N(C3=O)CC(=O)O,imine_one_isatin(189),   ,   ,5,622,0,105,0,11,1,367
6156808,CCCN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C=CC3=CC=C(C=C3)OC)C1=O,imine_one_isatin(189),   ,   ,2,483,1,84,0,7,0,279
6161247,CC1CC(N2C3=C(C=CC=C13)C(=NNC(=S)N)C2=O)(C)C,imine_one_isatin(189),   ,   ,14,583,1,96,1,11,10,349
6177572,CN1C2=CC=CC=C2C(=NNC(=O)CN3C=CC(=N3)C(F)(F)F)C1=O,imine_one_isatin(189),   ,   ,3,654,1,109,0,13,1,386
6182470,CC1=CC=CC=C1NC(=S)NN=C2C3=C(C=CC(=C3)S(=O)(=O)N4CCOCC4)N(C2=O)CC=C,imine_one_isatin(189),   ,   ,30,673,12,123,0,13,15,393
6216216,CCCCN1C2=CC=CC=C2C(=NNC3=CC=CC=N3)C1=O,imine_one_isatin(189),   ,   ,10,644,2,105,0,13,6,382
6216217,CC(C)CCN1C2=CC=CC=C2C(=NNC3=CC=CC=N3)C1=O,imine_one_isatin(189),   ,   ,9,646,3,107,0,13,4,383
6217008,CC1=C(C=CO1)C(=O)NN=C2C3=CC=CC=C3N(C2=O)C,imine_one_isatin(189),   ,   ,18,653,14,114,0,13,4,379
6237054,CC(=O)NN=C1C2=CC=CC=C2N(C1=O)C3C4=C(C(=C(C=C4)OC)OC)C(=O)O3,imine_one_isatin(189),   ,   ,0,567,0,96,0,10,0,336
6250726,CCCN1C2=CC=CC=C2C(=NNC3=NC4=CC=CC=C4C=C3)C1=O,imine_one_isatin(189),   ,   ,21,658,12,114,0,13,9,388
6251751,CCOC(=O)NN=C1C2=CC=CC=C2N(C1=O)CC3=CC=CC=C3,imine_one_isatin(189),   ,   ,9,614,3,101,0,11,5,369
6269259,CN1C=NN=C1SCC2=CC=C(C=C2)C(=O)NN=C3C4=CC=CC=C4N(C3=O)C,imine_one_isatin(189),   ,   ,7,642,1,104,0,13,4,378
6292001,CCOC(=O)NN=C1C2=CC=CC=C2N(C1=O)CC(=O)OC,imine_one_isatin(189),   ,   ,1,609,0,104,0,11,1,359
6296094,CC1=CC(=CC=C1)NC(=S)NN=C2C3=CC=CC=C3N(C2=O)CC=C,imine_one_isatin(189),   ,   ,50,692,23,133,0,13,15,401
6296178,COC1=CC=C(C=C1)NC(=S)NN=C2C3=CC=CC=C3N(C2=O)CC=C,imine_one_isatin(189),   ,   ,33,649,9,106,0,13,18,397
6296179,COC1=CC=CC(=C1)NC(=S)NN=C2C3=CC=CC=C3N(C2=O)CC=C,imine_one_isatin(189),   ,   ,40,654,12,113,0,13,15,388
6300559,C=CCN1C2=CC=CC=C2C(=NNC(=O)CNC(=O)C3=CC=NC=C3)C1=O,imine_one_isatin(189),   ,   ,4,487,3,87,0,7,1,283
6305875,CCOC1=CC2=C(C=C1)N(C(=O)C2=NNC3=CC=CC(=C3)C(=O)O)C,imine_one_isatin(189),   ,   ,11,643,10,112,0,13,2,375
6359061,C=CCN1C2=CC=CC=C2C(=NNC(=O)C3=CC=CC=C3NS(=O)(=O)C4=CC=CS4)C1=O,imine_one_isatin(189),   ,   ,6,652,0,106,0,13,5,382
6362806,CC(C)N1C2=CC=CC=C2C(=NNC(=O)C3=CC=CC=C3NS(=O)(=O)C4=CC=CS4)C1=O,imine_one_isatin(189),   ,   ,4,625,0,103,0,13,2,368
6363548,CCCCN1C2=CC=CC=C2C(=NNC(=O)C3=CC=CC=C3NS(=O)(=O)C4=CC=CS4)C1=O,imine_one_isatin(189),   ,   ,6,640,0,102,0,13,2,378
